desc_tier_llm,salary_mid,experience_min_llm,edulevel_llm,state,sector
ai_integration,175750,5,-,Unknown,Information Technology
none,192500,5,-,Unknown,Information Technology
none,126557,3,Bachelor's,Massachusetts,Pharmaceutical & Biotechnology
none,128692,,-,Delaware,Unknown
none,197500,5,-,New York State,Retail & Wholesale
none,119289,2,Bachelor's,California,Unknown
applied_ai,128430,5,-,Unknown,Information Technology
none,130500,5,Bachelor's,Georgia,Manufacturing
none,102342,7,-,Florida,Healthcare
none,149602,5,Bachelor's,Maryland,Information Technology
applied_ai,158000,5,-,Unknown,Financial Services
ai_integration,185000,5,-,Unknown,Unknown
none,137500,5,-,Unknown,Insurance
none,172500,5,-,Unknown,Information Technology
applied_ai,107500,1,Bachelor's,Illinois,Management & Consulting
none,185000,5,-,Unknown,Information Technology
none,124950,5,-,Unknown,Information Technology
none,194500,5,Bachelor's,Unknown,Information Technology
none,137050,5,-,Illinois,Management & Consulting
none,92500,5,Bachelor's,Kentucky,Information Technology
none,132500,5,Bachelor's,Unknown,Unknown
none,137050,5,-,Illinois,Information Technology
none,200000,9,-,Unknown,Healthcare
none,89250,3,-,Ohio,Media & Communication
applied_ai,169800,3,-,California,Information Technology
none,190000,10,Bachelor's,Unknown,"Energy, Mining & Utilities"
ai_integration,81745,3,Bachelor's,Colorado,Information Technology
none,115810,7,Bachelor's,Virginia,Information Technology
ai_integration,100615,5,Bachelor's,Utah,"Energy, Mining & Utilities"
none,152102,5,Bachelor's,Washington State,Information Technology
none,115000,5,-,Unknown,Unknown
none,125000,5,-,Unknown,Unknown
applied_ai,226000,8,-,Unknown,Unknown
none,107000,5,-,Massachusetts,Information Technology
none,91000,3,Bachelor's,Texas,Information Technology
none,68342,0,-,Utah,Financial Services
applied_ai,185000,,-,California,Information Technology
none,96500,2,Bachelor's,North Carolina,Unknown
ai_integration,100000,4,-,Unknown,Unknown
ai_integration,74418,1,Bachelor's,Colorado,Information Technology
applied_ai,195500,7,Bachelor's,Unknown,Information Technology
none,197500,5,Bachelor's,Unknown,Information Technology
none,152000,5,-,Georgia,Information Technology
none,149500,5,Bachelor's,Missouri,Financial Services
none,70000,2,-,Unknown,Information Technology
none,102500,8,Bachelor's,Illinois,Information Technology
none,80000,0,-,Unknown,Unknown
none,206050,4,Associate,Unknown,Information Technology
none,131000,3,-,Washington State,Manufacturing
none,91413,3,-,Oregon,Information Technology
none,88346,5,Bachelor's,Ohio,Financial Services
none,90000,3,Bachelor's,Texas,Unknown
none,160000,10,Bachelor's,North Carolina,Financial Services
ai_integration,106500,3,-,New Jersey,Information Technology
none,129475,3,Bachelor's,New York State,Manufacturing
applied_ai,195000,5,Bachelor's,Unknown,Education
none,165000,5,-,Texas,Information Technology
none,164738,5,-,Unknown,Information Technology
none,91700,0,Bachelor's,Florida,Financial Services
ai_integration,225000,7,-,Unknown,Information Technology
ai_integration,197950,7,-,Unknown,Healthcare
none,205000,2,-,New York State,Media & Communication
applied_ai,222500,5,-,Unknown,Information Technology
ai_integration,100000,3,-,Unknown,Information Technology
none,155680,,Bachelor's,California,Manufacturing
none,221000,6,-,New York State,Information Technology
none,119394,6,-,Wisconsin,Retail & Wholesale
none,140000,,-,Unknown,Unknown
none,68314,0,-,Utah,Financial Services
none,186500,7,-,Unknown,Financial Services
none,194000,8,Bachelor's,Indiana,Insurance
applied_ai,107121,6,-,Florida,Restaurants & Food Service
ai_integration,75000,,Bachelor's,Michigan,Unknown
applied_ai,180800,6,-,Unknown,Information Technology
none,237500,7,Bachelor's,Unknown,Financial Services
none,67500,4,-,New York State,Unknown
none,95000,8,-,Georgia,Transportation & Logistics
none,182500,5,Bachelor's,California,Unknown
none,109944,2,Bachelor's,Massachusetts,Information Technology
none,72587,2,Bachelor's,Florida,Manufacturing
none,125000,3,Bachelor's,California,Manufacturing
none,145000,7,Bachelor's,New Jersey,Financial Services
none,81908,3,Bachelor's,Kansas,Information Technology
applied_ai,130000,8,Bachelor's,Washington State,Healthcare
ai_integration,147350,5,-,Unknown,Financial Services
none,95699,5,Bachelor's,Colorado,Information Technology
none,69018,4,-,Pennsylvania,Unknown
none,93772,3,-,Illinois,Unknown
none,94731,,-,California,Information Technology
none,103493,5,Bachelor's,Massachusetts,Unknown
ai_integration,120000,8,-,New York State,Financial Services
none,155000,5,-,Unknown,Government & Public Administration
none,115361,5,Bachelor's,Texas,Unknown
ai_integration,152300,5,Bachelor's,California,Information Technology
none,159601,5,Bachelor's,California,Unknown
none,115864,5,Bachelor's,California,Information Technology
none,100407,5,-,California,Unknown
none,130000,8,-,Massachusetts,Manufacturing
none,93220,2,High School,California,Information Technology
none,112500,,-,New York State,Unknown
none,109898,5,Bachelor's,California,Unknown
none,99458,10,Bachelor's,Texas,Pharmaceutical & Biotechnology
none,75000,0,-,Virginia,Unknown
none,75000,0,-,Virginia,Unknown
none,60000,1,Bachelor's,Florida,Unknown
none,116592,3,Bachelor's,California,Information Technology
none,90450,3,Bachelor's,Unknown,Information Technology
none,89323,3,Bachelor's,Virginia,Aerospace & Defense
ai_integration,97500,3,Bachelor's,New Jersey,Financial Services
none,112500,,-,Unknown,Manufacturing
none,101500,,-,New York State,Unknown
none,127500,3,Bachelor's,Unknown,Information Technology
none,110000,3,-,Unknown,Information Technology
applied_ai,80000,5,-,Unknown,Unknown
none,110412,,Bachelor's,Unknown,Information Technology
none,95000,,-,Unknown,Manufacturing
ai_integration,95692,7,Bachelor's,Texas,Unknown
ai_integration,36500,0,High School,Washington State,Unknown
none,90000,4,Bachelor's,Nevada,"Construction, Repair & Maintenance Services"
none,83606,5,Bachelor's,North Carolina,Real Estate
none,113000,2,-,Indiana,Real Estate
none,155000,5,Bachelor's,New Jersey,Financial Services
ai_integration,100000,,Bachelor's,New Jersey,Unknown
none,191400,3,Master's,Unknown,Information Technology
none,107500,5,-,North Carolina,Information Technology
none,77500,2,Bachelor's,Colorado,Aerospace & Defense
none,81863,5,Bachelor's,Unknown,Information Technology
none,85511,3,-,Florida,Information Technology
none,97170,0,-,Pennsylvania,Manufacturing
applied_ai,108315,5,Bachelor's,California,Information Technology
none,80000,7,-,Unknown,"Energy, Mining & Utilities"
none,77500,0,Associate,Montana,Healthcare
none,77023,,Bachelor's,Unknown,Information Technology
none,113833,5,Bachelor's,Massachusetts,Human Resources & Staffing
none,180000,3,-,Unknown,Unknown
none,81000,0,Bachelor's,California,Aerospace & Defense
none,97500,,-,Unknown,Unknown
none,70000,0,Bachelor's,Massachusetts,Information Technology
none,112500,,Bachelor's,Texas,"Arts, Entertainment & Recreation"
none,130000,,Bachelor's,South Carolina,Government & Public Administration
none,110000,3,Bachelor's,Massachusetts,Information Technology
none,95000,,-,New Mexico,Management & Consulting
none,69525,0,Bachelor's,Arkansas,"Energy, Mining & Utilities"
ai_integration,125000,5,-,New York State,Media & Communication
applied_ai,86872,3,Bachelor's,Florida,Healthcare
none,115064,,-,Unknown,Management & Consulting
none,130654,5,-,Massachusetts,Insurance
none,111000,,-,Unknown,Information Technology
none,280000,,-,Unknown,Information Technology
ai_integration,75000,5,Bachelor's,Pennsylvania,Education
none,119761,8,Bachelor's,Texas,Information Technology
none,98461,5,Bachelor's,Pennsylvania,Information Technology
none,92500,3,Bachelor's,Unknown,Information Technology
none,95000,5,Bachelor's,New York State,Healthcare
ai_integration,166555,7,-,California,Information Technology
none,94500,10,-,Nebraska,Information Technology
none,115210,8,Bachelor's,Unknown,Information Technology
none,170000,5,-,Unknown,Information Technology
none,103500,4,Bachelor's,Illinois,Retail & Wholesale
none,125950,6,-,Pennsylvania,Management & Consulting
none,80500,1,Master's,Arkansas,Unknown
none,79458,,-,Michigan,Retail & Wholesale
none,83233,3,Bachelor's,Indiana,Insurance
none,72500,5,-,Illinois,Information Technology
none,178900,0,Associate,Unknown,Information Technology
none,98641,8,Bachelor's,Virginia,Information Technology
none,112500,5,Bachelor's,Unknown,Information Technology
applied_ai,91733,1,Bachelor's,Unknown,"Energy, Mining & Utilities"
none,72500,2,-,Unknown,Nonprofit & NGO
none,100000,0,Associate,Pennsylvania,Retail & Wholesale
none,182500,3,Bachelor's,Georgia,Retail & Wholesale
applied_ai,125000,1,Bachelor's,Unknown,"Construction, Repair & Maintenance Services"
applied_ai,127910,5,Bachelor's,Unknown,Information Technology
none,113079,,-,Virginia,Unknown
none,107130,,-,Texas,Information Technology
applied_ai,92315,5,-,Massachusetts,Information Technology
none,150000,,Bachelor's,Unknown,Information Technology
none,78338,2,Bachelor's,Louisiana,Unknown
none,136995,5,-,California,Management & Consulting
none,93390,3,-,Indiana,Information Technology
none,96200,2,Bachelor's,Unknown,Insurance
none,124475,10,Bachelor's,Virginia,Information Technology
none,102500,,-,Unknown,Unknown
none,125250,4,-,California,Healthcare
none,198000,,-,Washington State,Real Estate
none,90000,1,Associate,California,Management & Consulting
ai_integration,97581,4,-,Kentucky,"Construction, Repair & Maintenance Services"
none,149475,,-,Illinois,Human Resources & Staffing
none,90966,0,-,Massachusetts,Media & Communication
none,91960,3,Bachelor's,Unknown,Healthcare
applied_ai,118531,,-,Virginia,Information Technology
none,112500,3,-,Unknown,Healthcare
none,65000,5,-,Unknown,Insurance
none,82626,5,Bachelor's,Indiana,Unknown
none,115000,5,-,Unknown,Media & Communication
none,108065,,Bachelor's,Michigan,Insurance
none,135165,5,Bachelor's,District of Columbia,Management & Consulting
ai_integration,93684,,-,Florida,Information Technology
none,90368,5,Bachelor's,Texas,Information Technology
ai_integration,239000,10,-,Unknown,Information Technology
none,133000,3,Bachelor's,California,Education
none,98409,6,-,North Carolina,Unknown
none,87193,2,Bachelor's,Pennsylvania,Information Technology
none,105115,3,Bachelor's,Pennsylvania,Healthcare
none,210000,6,Bachelor's,Unknown,Information Technology
none,140000,0,Master's,Massachusetts,Information Technology
none,107128,5,-,Utah,Unknown
none,171753,7,Bachelor's,Indiana,Healthcare
none,122500,10,-,Texas,Retail & Wholesale
ai_integration,167500,7,-,Unknown,Information Technology
none,115000,6,-,Unknown,Healthcare
none,107500,3,Bachelor's,Pennsylvania,"Construction, Repair & Maintenance Services"
none,133516,5,Bachelor's,Minnesota,Financial Services
none,139600,.5,Master's,Maryland,Information Technology
none,112621,,-,Texas,Healthcare
none,85986,5,-,Wisconsin,Manufacturing
none,122000,7,Bachelor's,Illinois,Retail & Wholesale
none,91500,,-,Ohio,Unknown
none,108315,5,-,Michigan,Information Technology
none,115000,5,-,Unknown,Healthcare
none,120000,5,-,Unknown,Financial Services
none,122970,.5,Master's,Massachusetts,Unknown
ai_integration,102641,5,-,Ohio,Management & Consulting
none,93268,8,Bachelor's,Michigan,Unknown
none,137500,5,-,Unknown,Information Technology
applied_ai,104310,,-,New Jersey,Unknown
none,134377,5,-,Virginia,Unknown
none,179982,5,Master's,New Jersey,Information Technology
none,230000,5,-,Unknown,Information Technology
none,76120,1,Bachelor's,New Jersey,Information Technology
ai_integration,135000,7,-,California,Unknown
none,155300,5,-,Washington State,Restaurants & Food Service
none,109977,5,Bachelor's,Pennsylvania,Unknown
none,151819,,Bachelor's,New Jersey,Information Technology
ai_integration,112500,5,Bachelor's,New Hampshire,Unknown
none,103077,,Bachelor's,California,Unknown
none,109917,,Master's,Michigan,Unknown
ai_integration,217000,5,-,Unknown,Information Technology
none,228800,4,Bachelor's,California,Information Technology
none,101378,,-,Illinois,Media & Communication
none,150340,6,-,Massachusetts,Media & Communication
none,181636,1,Master's,California,Information Technology
none,80000,2,Bachelor's,Texas,Education
none,89506,1,Master's,Georgia,Information Technology
none,90000,5,-,Utah,Unknown
ai_integration,132467,5,Bachelor's,Virginia,Management & Consulting
none,149000,7,Bachelor's,District of Columbia,Management & Consulting
none,152500,5,-,Illinois,Information Technology
none,102746,5,-,Virginia,Information Technology
applied_ai,149500,2,-,California,Information Technology
none,114000,3,Bachelor's,New Jersey,Information Technology
none,182500,5,Bachelor's,New York State,Information Technology
none,98067,7,-,Florida,Management & Consulting
none,106999,,Master's,California,Information Technology
none,114504,4,-,Texas,Unknown
none,157000,2,High School,District of Columbia,Information Technology
none,96888,5,Bachelor's,Texas,Information Technology
none,96000,0,Bachelor's,Virginia,Financial Services
none,161300,2,-,New York State,Information Technology
none,125000,5,Bachelor's,Unknown,Human Resources & Staffing
none,118403,5,Bachelor's,California,Information Technology
none,86286,2,Master's,New Jersey,Information Technology
none,100446,5,Bachelor's,New Jersey,Unknown
none,113250,5,-,Unknown,Information Technology
none,129052,7,-,Virginia,Unknown
none,72625,.5,Master's,Michigan,Information Technology
none,155709,5,Bachelor's,Texas,Unknown
none,114691,,Master's,Michigan,Media & Communication
none,96472,0,Bachelor's,California,Unknown
none,116649,10,Bachelor's,Texas,Manufacturing
none,128616,3,Bachelor's,Unknown,Pharmaceutical & Biotechnology
none,98998,3,Associate,Virginia,Information Technology
applied_ai,149661,,-,Texas,Information Technology
applied_ai,96737,5,Bachelor's,South Dakota,Information Technology
none,104942,6,High School,New York State,Education
none,118970,,Bachelor's,Washington State,Information Technology
none,141500,5,-,Unknown,Education
none,91045,.5,Master's,New Jersey,Information Technology
none,107039,5,-,California,Unknown
none,161300,5,-,California,Information Technology
none,129000,3,Bachelor's,Virginia,Financial Services
ai_integration,126950,8,-,Unknown,Insurance
ai_integration,132500,10,Bachelor's,Minnesota,Financial Services
none,83258,.5,Bachelor's,New Jersey,Information Technology
ai_integration,163000,5,Bachelor's,Virginia,Financial Services
none,81159,3,-,New Jersey,Information Technology
none,250000,7,High School,California,Unknown
none,165000,6,Bachelor's,California,Education
none,112000,8,High School,Unknown,Information Technology
none,149850,7,-,Unknown,Healthcare
none,115726,5,Bachelor's,Oregon,Unknown
none,113250,5,-,Unknown,Management & Consulting
none,130529,5,Bachelor's,Virginia,Information Technology
none,145000,5,-,Unknown,Information Technology
none,112519,5,-,Kentucky,Information Technology
none,135000,3,Bachelor's,Virginia,Information Technology
none,94388,6,Bachelor's,New Mexico,Information Technology
none,144158,5,Bachelor's,Maryland,Insurance
none,167500,5,-,California,Unknown
none,148320,5,Bachelor's,Minnesota,Healthcare
none,125220,3,Bachelor's,Illinois,Retail & Wholesale
none,141750,6,Bachelor's,Texas,Manufacturing
none,227000,5,-,Unknown,Information Technology
none,125000,3,Bachelor's,Georgia,Retail & Wholesale
none,61081,5,-,Georgia,Unknown
none,132370,5,Bachelor's,California,Unknown
none,112421,5,Bachelor's,Florida,Transportation & Logistics
none,130278,10,Bachelor's,Pennsylvania,Information Technology
applied_ai,96945,5,Bachelor's,Ohio,Financial Services
none,109200,2,Bachelor's,North Carolina,Retail & Wholesale
applied_ai,105000,1,-,California,Unknown
applied_ai,198800,,-,California,Information Technology
none,143500,5,Bachelor's,Unknown,Information Technology
none,69590,3,-,Mississippi,Education
applied_ai,121000,7,Bachelor's,South Carolina,Information Technology
applied_ai,106815,5,-,Maine,Information Technology
applied_ai,93807,3,-,Tennessee,Government & Public Administration
applied_ai,97500,4,Bachelor's,New Jersey,Financial Services
applied_ai,108958,3,Bachelor's,Massachusetts,Unknown
none,114458,3,Bachelor's,Texas,Unknown
applied_ai,140000,10,Bachelor's,Texas,Unknown
none,92000,3,Bachelor's,Unknown,Insurance
applied_ai,167500,3,-,California,Unknown
none,104047,5,-,Delaware,Manufacturing
applied_ai,139608,3,Bachelor's,California,Unknown
none,150000,3,Bachelor's,Unknown,Legal
applied_ai,107500,4,-,Utah,Insurance
applied_ai,445000,,-,Unknown,Information Technology
none,115250,4,-,Unknown,Healthcare
applied_ai,179500,7,-,Missouri,Financial Services
none,131673,3,-,North Carolina,Management & Consulting
applied_ai,108000,,-,Connecticut,Information Technology
none,80000,3,Bachelor's,Nebraska,Education
none,157500,5,-,Unknown,Media & Communication
applied_ai,179000,8,-,Texas,"Energy, Mining & Utilities"
none,116850,2,Bachelor's,Maryland,Management & Consulting
applied_ai,171700,5,Bachelor's,Unknown,Information Technology
none,138100,1,-,Washington State,Information Technology
applied_ai,128525,2,Bachelor's,California,Financial Services
none,118124,5,-,West Virginia,Unknown
applied_ai,113919,5,-,Illinois,Information Technology
ai_integration,119452,,Bachelor's,Texas,Real Estate
none,207500,5,-,California,Information Technology
applied_ai,190500,6,-,California,Financial Services
none,159750,5,-,California,Media & Communication
none,140000,,-,North Carolina,Financial Services
applied_ai,133000,4,Bachelor's,Minnesota,Retail & Wholesale
applied_ai,150000,5,Bachelor's,Massachusetts,Information Technology
none,115000,6,Bachelor's,Unknown,Information Technology
applied_ai,112000,3,Bachelor's,Illinois,Healthcare
none,160555,8,Bachelor's,Georgia,Information Technology
none,99224,6,-,Florida,Restaurants & Food Service
applied_ai,157500,5,-,New York State,Media & Communication
none,138000,5,-,Unknown,Unknown
applied_ai,149850,10,-,California,Aerospace & Defense
none,123150,2,-,California,Retail & Wholesale
applied_ai,83000,4,-,New York State,Education
none,74062,0,Bachelor's,Mississippi,Retail & Wholesale
none,84049,0,Associate,Idaho,Retail & Wholesale
none,147500,3,-,New Jersey,Unknown
applied_ai,122500,3,Bachelor's,North Carolina,Pharmaceutical & Biotechnology
none,130000,,Bachelor's,Unknown,Information Technology
none,129175,3,Bachelor's,Pennsylvania,Aerospace & Defense
none,97203,0,-,Indiana,Unknown
applied_ai,77500,0,Bachelor's,Pennsylvania,Unknown
none,87465,3,Bachelor's,Ohio,Pharmaceutical & Biotechnology
ai_integration,330000,,-,California,Management & Consulting
applied_ai,118008,,Bachelor's,South Carolina,Manufacturing
ai_integration,145000,,-,New York State,Media & Communication
ai_integration,99230,6,-,Pennsylvania,Pharmaceutical & Biotechnology
ai_integration,136000,5,-,California,Aerospace & Defense
applied_ai,175000,,-,Unknown,Manufacturing
none,78790,,-,Unknown,Healthcare
none,70754,5,-,Pennsylvania,Unknown
none,104557,7,Bachelor's,Wisconsin,Agriculture
none,194000,4,-,Unknown,Telecommunications
applied_ai,110160,2,Master's,Oregon,Manufacturing
none,104748,5,Bachelor's,Missouri,Healthcare
none,91975,3,Bachelor's,Florida,Healthcare
none,115000,5,-,Unknown,Insurance
none,90000,3,Bachelor's,Virginia,Financial Services
none,103478,0,-,Pennsylvania,Financial Services
none,88354,,Bachelor's,Texas,Financial Services
none,158000,3,-,Washington State,Information Technology
applied_ai,185000,12,Bachelor's,Unknown,Information Technology
none,115093,,-,Oregon,Unknown
applied_ai,125000,3,Bachelor's,California,Information Technology
none,113300,1,Bachelor's,Connecticut,Healthcare
applied_ai,146000,5,Bachelor's,Illinois,Healthcare
applied_ai,145500,5,High School,Georgia,Information Technology
none,96750,5,Bachelor's,Unknown,Healthcare
none,77500,2,Bachelor's,Illinois,Media & Communication
applied_ai,330000,3,-,California,Management & Consulting
none,202500,3,Bachelor's,New York State,Financial Services
none,105000,5,Bachelor's,Colorado,Unknown
none,113250,,Bachelor's,Massachusetts,Pharmaceutical & Biotechnology
ai_integration,122395,2,Bachelor's,Utah,Aerospace & Defense
ai_integration,152375,5,-,Georgia,Management & Consulting
ai_integration,185000,,-,Unknown,Unknown
none,121700,4,Bachelor's,Unknown,Insurance
ai_integration,85500,2,-,Illinois,Information Technology
none,97579,5,-,Michigan,Information Technology
ai_integration,83231,3,-,Ohio,Insurance
applied_ai,97500,2,-,Illinois,Manufacturing
ai_integration,80000,0,-,Pennsylvania,Information Technology
none,85357,2,Bachelor's,Michigan,Manufacturing
none,94427,,-,Pennsylvania,Insurance
none,122037,1,Bachelor's,Texas,Aerospace & Defense
ai_integration,160000,2,Bachelor's,Virginia,Aerospace & Defense
ai_integration,95654,3,Bachelor's,Wisconsin,Information Technology
none,67831,2,Bachelor's,Iowa,"Energy, Mining & Utilities"
applied_ai,112500,2,-,Unknown,"Energy, Mining & Utilities"
applied_ai,113103,5,Bachelor's,Wisconsin,Education
ai_integration,115000,3,Bachelor's,Unknown,Unknown
none,125000,3,Bachelor's,Unknown,Information Technology
none,86634,6,-,Maine,"Construction, Repair & Maintenance Services"
ai_integration,129621,3,-,Georgia,Transportation & Logistics
applied_ai,120000,,Bachelor's,Unknown,Unknown
none,119500,4,Bachelor's,Missouri,Financial Services
none,123670,2,Bachelor's,California,Financial Services
ai_integration,145000,5,-,Unknown,Unknown
none,93695,5,Bachelor's,Tennessee,Financial Services
applied_ai,100775,6,Bachelor's,Florida,Healthcare
none,86839,1,Bachelor's,Ohio,"Energy, Mining & Utilities"
none,105000,2,Bachelor's,New Jersey,Manufacturing
applied_ai,86806,2,Bachelor's,Georgia,Financial Services
none,94000,3,Bachelor's,Washington State,Information Technology
applied_ai,176135,7,Bachelor's,Pennsylvania,Pharmaceutical & Biotechnology
ai_integration,145000,1,-,California,Aerospace & Defense
applied_ai,125108,7,-,Texas,Retail & Wholesale
none,88600,3,Bachelor's,Texas,Manufacturing
none,141500,2,Bachelor's,California,Unknown
applied_ai,161000,2,-,Georgia,Legal
none,174919,10,Bachelor's,Tennessee,Real Estate
none,110000,3,Bachelor's,New Jersey,Financial Services
none,106934,5,Bachelor's,Georgia,Information Technology
applied_ai,99973,8,Bachelor's,Florida,Real Estate
ai_integration,178050,5,Bachelor's,Washington State,Insurance
ai_integration,51911,2,Master's,Maine,Unknown
none,130863,,Bachelor's,Virginia,Management & Consulting
applied_ai,140000,,-,Unknown,Unknown
none,122500,5,-,Unknown,Information Technology
none,100000,5,Bachelor's,Arkansas,Unknown
none,95463,5,-,Indiana,Financial Services
none,92040,5,-,Iowa,Manufacturing
ai_integration,87500,2,-,Tennessee,Healthcare
none,103426,10,Bachelor's,Idaho,Government & Public Administration
applied_ai,149750,4,Bachelor's,Texas,Information Technology
ai_integration,135000,3,Bachelor's,Unknown,"Construction, Repair & Maintenance Services"
none,127500,5,-,Unknown,Legal
ai_integration,75411,2,Bachelor's,Puerto Rico,Unknown
ai_integration,83981,3,Bachelor's,Florida,Hotels & Travel Accommodation
ai_integration,133850,5,Bachelor's,Illinois,Transportation & Logistics
none,132500,0,Bachelor's,California,Unknown
ai_integration,147000,,-,California,Manufacturing
none,115559,,-,Virginia,Information Technology
applied_ai,147594,4,Bachelor's,Utah,Aerospace & Defense
ai_integration,98725,4,-,New York State,Manufacturing
ai_integration,120052,5,Bachelor's,Georgia,Manufacturing
none,90990,3,Associate,Arizona,Government & Public Administration
ai_integration,117858,.5,Bachelor's,Rhode Island,Healthcare
ai_integration,106502,3,Bachelor's,Missouri,Insurance
ai_integration,141173,12,Bachelor's,Alabama,Manufacturing
ai_integration,179450,7,-,California,Manufacturing
applied_ai,110000,2,Bachelor's,Unknown,Unknown
none,88050,,Bachelor's,Wisconsin,Aerospace & Defense
ai_integration,108470,5,-,Oregon,Pharmaceutical & Biotechnology
none,124550,5,-,Unknown,Management & Consulting
none,150684,3,Bachelor's,Washington State,Unknown
ai_integration,115000,,-,Colorado,Financial Services
none,107000,2,Bachelor's,Washington State,Information Technology
ai_integration,138750,5,-,Unknown,Information Technology
ai_integration,152500,12,Bachelor's,Unknown,Information Technology
ai_integration,205750,5,Bachelor's,Unknown,Information Technology
ai_integration,177500,5,Bachelor's,Nevada,Information Technology
none,86949,1,Bachelor's,Idaho,Agriculture
none,198000,1,-,California,Information Technology
none,115500,3,Bachelor's,Arizona,Healthcare
none,124944,6,Bachelor's,California,Information Technology
none,94829,1,Bachelor's,Kansas,Manufacturing
ai_integration,110000,3,-,Florida,Media & Communication
none,124550,5,-,Unknown,Information Technology
none,157000,8,Bachelor's,Florida,Financial Services
none,111832,4,Bachelor's,Maine,Healthcare
none,91700,3,Bachelor's,Florida,Financial Services
none,88172,5,Bachelor's,Utah,Personal Consumer Services
applied_ai,188350,5,-,Unknown,Information Technology
none,82500,0,Bachelor's,Texas,Healthcare
applied_ai,165000,3,-,Massachusetts,Unknown
applied_ai,131350,3,Bachelor's,North Carolina,Legal
applied_ai,148955,3,Master's,New York State,Information Technology
none,90143,3,Bachelor's,Iowa,Healthcare
applied_ai,87211,2,Bachelor's,Virginia,Information Technology
none,109483,3,Bachelor's,Connecticut,Financial Services
none,95000,3,-,Oregon,Information Technology
none,106248,,-,Ohio,Aerospace & Defense
applied_ai,146750,,-,Massachusetts,Retail & Wholesale
applied_ai,102724,3,Bachelor's,Georgia,Financial Services
ai_integration,135000,6,Bachelor's,District of Columbia,Unknown
none,102500,3,-,Kansas,Information Technology
none,132808,6,Bachelor's,California,Pharmaceutical & Biotechnology
none,106000,5,Bachelor's,Unknown,Financial Services
none,68303,2,Bachelor's,Kentucky,Government & Public Administration
none,130000,4,-,Florida,Human Resources & Staffing
ai_integration,95000,,-,Unknown,Unknown
applied_ai,126800,8,Bachelor's,Unknown,Management & Consulting
none,141050,10,Bachelor's,Unknown,Information Technology
applied_ai,119959,2,Bachelor's,Massachusetts,Information Technology
applied_ai,125206,,-,Texas,Healthcare
none,150000,4,Bachelor's,Maryland,Information Technology
none,120500,5,Bachelor's,Unknown,Information Technology
none,125000,5,Bachelor's,Unknown,Healthcare
none,175000,3,Bachelor's,Unknown,Human Resources & Staffing
applied_ai,185000,6,-,Unknown,Information Technology
ai_integration,95106,,Bachelor's,Kansas,Financial Services
none,107398,,-,California,Unknown
applied_ai,127000,5,Bachelor's,Ohio,Retail & Wholesale
none,142500,0,Bachelor's,Oregon,Unknown
none,125000,,Bachelor's,California,Information Technology
applied_ai,101943,7,Bachelor's,Wisconsin,Manufacturing
applied_ai,91068,2,Bachelor's,Illinois,Pharmaceutical & Biotechnology
none,155000,5,Bachelor's,Georgia,Healthcare
none,98539,5,Bachelor's,Alabama,Unknown
ai_integration,166320,2,-,Illinois,Information Technology
none,93469,3,Bachelor's,Missouri,Manufacturing
ai_integration,140000,5,-,Unknown,Government & Public Administration
applied_ai,206450,5,-,California,Manufacturing
none,132300,0,Master's,Washington State,Information Technology
none,115265,,-,California,Financial Services
applied_ai,185000,3,-,Unknown,Information Technology
ai_integration,105000,3,Bachelor's,Unknown,Healthcare
none,120050,2,-,Unknown,Information Technology
none,95415,5,Bachelor's,Wisconsin,Unknown
none,134125,3,-,Georgia,"Arts, Entertainment & Recreation"
applied_ai,107500,5,-,Unknown,Information Technology
none,141000,5,Bachelor's,New Jersey,Financial Services
none,105064,4,Bachelor's,Idaho,Agriculture
none,174500,4,Bachelor's,Unknown,Information Technology
applied_ai,159850,4,-,California,Information Technology
none,101544,,-,North Carolina,Financial Services
applied_ai,115403,3,Bachelor's,Pennsylvania,Healthcare
none,99000,5,Bachelor's,Florida,Nonprofit & NGO
none,102162,,-,Florida,Unknown
none,99904,,Bachelor's,Oklahoma,Healthcare
applied_ai,161905,3,Bachelor's,Virginia,Nonprofit & NGO
applied_ai,142750,5,Bachelor's,Unknown,"Arts, Entertainment & Recreation"
none,160000,,Bachelor's,California,Aerospace & Defense
none,104025,3,Bachelor's,Unknown,Financial Services
ai_integration,181400,5,Bachelor's,Utah,Information Technology
applied_ai,107500,2,-,Unknown,Unknown
none,90000,1,Bachelor's,California,Financial Services
applied_ai,113000,2,Bachelor's,Illinois,Healthcare
none,98883,1,Bachelor's,California,Insurance
none,162550,5,Bachelor's,California,Unknown
applied_ai,120000,5,-,Oklahoma,Information Technology
applied_ai,112500,5,Bachelor's,Unknown,"Energy, Mining & Utilities"
none,135000,2,-,Arkansas,Retail & Wholesale
none,102246,,-,Georgia,Information Technology
applied_ai,106982,,Bachelor's,Alabama,Manufacturing
none,101450,3,Bachelor's,Virginia,Information Technology
none,93654,6,Bachelor's,Nebraska,Information Technology
none,97177,0,Bachelor's,Florida,Information Technology
none,84200,,Bachelor's,Indiana,"Energy, Mining & Utilities"
none,144246,5,Bachelor's,California,Financial Services
applied_ai,152929,0,Bachelor's,California,Information Technology
none,181000,3,Bachelor's,Pennsylvania,Information Technology
none,103536,2,Bachelor's,Texas,Financial Services
none,135000,2,Bachelor's,Arkansas,Retail & Wholesale
ai_integration,165000,5,-,Unknown,Unknown
applied_ai,179864,8,Bachelor's,California,Education
